feature,importance
RDkitFP-RDKit::bit892,0.00057404063
RDkitFP-RDKit::bit1054,0.0005734132
RDkitFP-RDKit::bit251,0.0005732104
RDkitFP-RDKit::bit1525,0.0005722148
RDkitFP-RDKit::bit1560,0.0005720035
RDkitFP-RDKit::bit783,0.0005718927
RDkitFP-RDKit::bit547,0.0005718107
RDkitFP-RDKit::bit1097,0.00057122327
RDkitFP-RDKit::bit978,0.00057065376
RDkitFP-RDKit::bit1449,0.0005690418
RDkitFP-RDKit::bit306,0.0005689518
RDkitFP-RDKit::bit948,0.0005686833
RDkitFP-RDKit::bit1205,0.0005678397
RDkitFP-RDKit::bit621,0.00056745874
RDkitFP-RDKit::bit292,0.00056725385
RDkitFP-RDKit::bit302,0.00056717737
RDkitFP-RDKit::bit754,0.0005648913
RDkitFP-RDKit::bit642,0.000564492
RDkitFP-RDKit::bit1214,0.0005642263
RDkitFP-RDKit::bit2023,0.0005635094
RDkitFP-RDKit::bit913,0.0005633852
RDkitFP-RDKit::bit824,0.0005633158
